time,RUC,kappa,sliding_frame,time_local,Total_Number_Incidents
2019-01-10 18:25:00,0.0101591769008666,0.5,3,,0.0
2019-01-10 18:30:00,0.015898671969153,0.5,3,,0.0
2019-01-10 18:35:00,0.033890166481485,0.5,3,,0.0
2019-01-10 18:40:00,0.0376393281867213,0.5,3,,0.0
2019-01-10 18:45:00,0.0225271142474757,0.5,3,,0.0
2019-01-10 18:50:00,0.004002580839909,0.5,3,,0.0
2019-01-10 18:55:00,0.0002534191346726,0.5,3,,0.0
2019-01-10 19:05:00,0.0010897534491314,0.5,3,,0.0
2019-01-10 19:10:00,0.0187301431995268,0.5,3,,0.0
2019-01-10 19:15:00,0.0187301431995268,0.5,3,,0.0
2019-01-10 19:20:00,0.0176403897503953,0.5,3,,0.0
2019-01-11 06:05:00,0.0023533096592883,0.5,3,,0.0
2019-01-11 06:10:00,0.0116765061016541,0.5,3,,0.0
2019-01-11 06:15:00,0.0140298157609425,0.5,3,,0.0
2019-01-11 06:20:00,0.0116765061016541,0.5,3,,0.0
2019-01-11 08:50:00,0.0349741330443619,0.5,3,,0.0
2019-01-11 09:15:00,0.000155600824212,0.5,3,,0.0
2019-01-11 09:20:00,0.000155600824212,0.5,3,,0.0
2019-01-11 12:30:00,0.0402893881496045,0.5,3,,0.0
2019-01-11 12:35:00,0.0548931682112482,0.5,3,,0.0
2019-01-11 12:40:00,0.0463603957548079,0.5,3,,0.0
2019-01-11 12:45:00,0.0161997983147184,0.5,3,,0.0
2019-01-11 13:00:00,0.0313362262021669,0.5,3,,0.0
2019-01-11 13:05:00,0.0809711372354669,0.5,3,,0.0
2019-01-11 13:10:00,0.1336222886113941,0.5,3,,0.0
2019-01-11 13:15:00,0.1148550147350361,0.5,3,,0.0
2019-01-11 13:20:00,0.0905060200665182,0.5,3,,0.0
2019-01-11 13:25:00,0.0423340258030076,0.5,3,,0.0
2019-01-11 13:30:00,0.0327863235401372,0.5,3,,0.0
2019-01-11 13:35:00,0.0075004071753551,0.5,3,,0.0
2019-01-11 13:40:00,0.0030212500629385,0.5,3,,0.0
2019-01-11 16:25:00,0.0003397693005114,0.5,3,,0.0
2019-01-11 16:30:00,0.0003397693005114,0.5,3,,0.0
2019-01-11 16:35:00,0.0259943586803756,0.5,3,,0.0
2019-01-11 16:40:00,0.0667100959161081,0.5,3,,0.0
2019-01-11 16:45:00,0.103182654547991,0.5,3,,0.0
2019-01-11 16:50:00,0.0794249732954313,0.5,3,,0.0
2019-01-11 16:55:00,0.0383694667591874,0.5,3,,0.0
2019-01-11 17:00:00,0.0184597242737361,0.5,3,,0.0
2019-01-11 17:05:00,0.0292640037976624,0.5,3,,0.0
2019-01-11 17:10:00,0.0586279252006001,0.5,3,,0.0
2019-01-11 17:15:00,0.0728876610131571,0.5,3,,0.0
2019-01-11 17:20:00,0.094902418218809,0.5,3,,0.0
2019-01-11 17:25:00,0.1057760026820571,0.5,3,,0.0
2019-01-11 17:30:00,0.1341425249911211,0.5,3,,0.0
2019-01-11 17:35:00,0.1303503849829344,0.5,3,,0.0
2019-01-11 17:40:00,0.1024616024555795,0.5,3,,0.0
2019-01-11 17:45:00,0.0432725281875269,0.5,3,,0.0
2019-01-11 17:50:00,0.0123487233388308,0.5,3,,0.0
2019-01-11 18:00:00,0.0043987858273116,0.5,3,,0.0
2019-01-11 18:05:00,0.0248110362074963,0.5,3,,0.0
2019-01-11 18:10:00,0.0248110362074963,0.5,3,,0.0
2019-01-11 18:15:00,0.0229416114848701,0.5,3,,0.0
2019-01-11 18:20:00,0.0025293611046854,0.5,3,,0.0
2019-01-11 18:25:00,0.0129469534497403,0.5,3,,0.0
2019-01-11 18:30:00,0.0197336636154704,0.5,3,,0.0
2019-01-11 18:35:00,0.0253034315747545,0.5,3,,0.0
2019-01-11 18:40:00,0.0181460960169694,0.5,3,,0.0
2019-01-11 18:45:00,0.0088300247465539,0.5,3,,0.0
2019-01-11 18:50:00,0.0032602567872698,0.5,3,,0.0
2019-01-11 18:55:00,0.0072835539623657,0.5,3,,0.0
2019-01-11 19:00:00,0.0262075505498342,0.5,3,,0.0
2019-01-11 19:05:00,0.0446126831717833,0.5,3,,0.0
2019-01-11 19:10:00,0.040763041127797,0.5,3,,0.0
2019-01-11 19:15:00,0.0218390445403285,0.5,3,,0.0
2019-01-11 19:20:00,0.0034339119183794,0.5,3,,0.0
2019-01-12 06:00:00,0.0074712170844453,0.5,3,,0.0
2019-01-12 06:05:00,0.0063387784413677,0.5,3,,0.0
2019-01-12 06:10:00,0.0088658264516965,0.5,3,,0.0
2019-01-12 06:15:00,0.0372860453229081,0.5,3,,0.0
2019-01-12 06:20:00,0.0432340356082837,0.5,3,,0.0
2019-01-12 06:25:00,0.0368651432450892,0.5,3,,0.0
2019-01-12 06:30:00,0.0147837028152454,0.5,3,,0.0
2019-01-12 06:35:00,0.002496934088502,0.5,3,,0.0
2019-01-12 07:30:00,0.0049742619416832,0.5,3,,0.0
2019-01-12 07:35:00,0.0049742619416832,0.5,3,,0.0
2019-01-12 07:40:00,0.0049742619416832,0.5,3,,0.0
2019-01-12 18:30:00,0.0030956951672795,0.5,3,,0.0
2019-01-12 18:35:00,0.0030956951672795,0.5,3,,0.0
2019-01-12 18:40:00,0.0030956951672795,0.5,3,,0.0
2019-01-12 19:00:00,0.0111891735289892,0.5,3,,0.0
2019-01-12 19:05:00,0.0230411315050291,0.5,3,,0.0
2019-01-12 19:10:00,0.0230411315050291,0.5,3,,0.0
2019-01-12 19:15:00,0.0118519579760398,0.5,3,,0.0
2019-01-13 06:15:00,0.0161433001680891,0.5,3,,0.0
2019-01-13 06:20:00,0.0322892009256451,0.5,3,,0.0
2019-01-13 06:25:00,0.0492518371689433,0.5,3,,0.0
2019-01-13 06:30:00,0.0509688811385823,0.5,3,,0.0
2019-01-13 06:35:00,0.050849695948963,0.5,3,,0.0
2019-01-13 06:40:00,0.043088941086041,0.5,3,,0.0
2019-01-13 06:45:00,0.0252285969483128,0.5,3,,0.0
2019-01-13 06:50:00,0.0092018813803761,0.5,3,,0.0
2019-01-13 07:15:00,0.0091702658321588,0.5,3,,0.0
2019-01-13 07:20:00,0.0248705886637159,0.5,3,,0.0
2019-01-13 07:25:00,0.0379148345914429,0.5,3,,0.0
2019-01-13 07:30:00,0.0420350538583644,0.5,3,,0.0
2019-01-13 07:35:00,0.0364521001563211,0.5,3,,0.0
2019-01-13 07:40:00,0.0234078542285941,0.5,3,,0.0
2019-01-13 07:45:00,0.0101173691295137,0.5,3,,0.0
2019-01-13 08:20:00,0.011118651533263,0.5,3,,0.0
2019-01-13 08:25:00,0.0119585743821619,0.5,3,,0.0
2019-01-13 08:30:00,0.0119585743821619,0.5,3,,0.0
2019-01-13 08:35:00,0.0008399228488988,0.5,3,,0.0
